key,track,artist,album,genre,date
DJ Snake/DJ Snake - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,DJ Snake,DJ Snake,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
DJ Snake/DJ Snake - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,DJ Snake,DJ Snake,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-15
DJ Snake/DJ Snake - Live on Radio 1 Essential Mix (25.01.14).mp3,DJ Snake 2014,DJ Snake,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-01-25
"DJ Sneak/DJ Sneak - Live @ Carnival, Sankeys in Ibiza (28.07.12).mp3",Live at Carnival Sankeys Ibiza 2012,DJ Sneak,"{'name': 'DJ Sneak Sets', 'artist': 'DJ Sneak'}",House,2012-07-28
DJ Tennis/DJ Tennis - Live on Radio 1 Essential Mix (14.10.17).mp3,DJ Tennis 2017,DJ Tennis,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-10-14
Daft Punk/Daft Punk - Live @ Coachella Festival 2006 in California (29.04.06).mp3,Daft Punk,Daft Punk,"{'name': 'Coachella 2006', 'artist': 'Various Artists'}",Electronic,2006-04-29
Damian Lazarus & The Ancient Moons/Damian Lazarus & The Ancient Moons - Live on Radio 1 Essential Mix (16.05.15).mp3,Damian Lazarus & The Ancient Moons 2015,Damian Lazarus & The Ancient Moons,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-05-16
Dan Shake/Dan Shake - Live on Radio 1 Essential Mix (11.06.22).mp3,Dan Shake 2022,Dan Shake,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2022
"Dan Shake B2B Myd/Radio 1 Dance Presents..., Radio 1 in Ibiza_ Dan Shake B2B Myd at Glitterbox, Hï Ibiza.mp4",Dan Shake B2B Myd,Dan Shake B2B Myd,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",Electronic,
Daniel Avery/Daniel Avery - Live on Radio 1 Essential Mix (29.03.14).mp3,Daniel Avery 2014,Daniel Avery,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014
"Danny Howard/Danny Howard's Club Mix, Diplo, Charli XCX, Becky Hill and Eric Prydz!.mp4","Diplo, Charli XCX, Becky Hill and Eric Prydz",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
"Danny Howard/Danny Howard's Club Mix, FISH56OCTAGON, Skream and Gaskin.mp4","Danny Howard's Club Mix, FISH56OCTAGON, Skream, Gaskin",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",House,
"Danny Howard/Danny Howard's Club Mix, Gorgon City, Olive F & Hot Since 82..mp4","Danny Howard's Club Mix, Gorgon City, Olive F and Hot Since 82",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",House,
"Danny Howard/Danny Howard's Club Mix, Hot Since 82, Arielle Free, Patrick Topping and Ewan McVicar!.mp4","Danny Howard's Club Mix, Hot Since 82, Arielle Free, Patrick Topping and Ewan McVicar",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
"Danny Howard/Danny Howard's Club Mix, Jamie Jones & Green Velvet, Angel Lee, La La..mp4","Danny Howard's Club Mix, Jamie Jones, Green Velvet, Angel Lee and La La.",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Tech House,
"Danny Howard/Danny Howard's Club Mix, Murphy's Law, Kristen Velvet and Mark Knight & Armand Van Helden.mp4","Danny Howard's Club Mix, Murphy's Law, Kristen Velvet, Mark Knight and Armand Van Helden",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",House,
"Danny Howard/Danny Howard's Club Mix, Summer Feels Club Mix Beach Vibes.mp4",Summer Feels Club Mix Beach Vibes,Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
"Danny Howard/Danny Howard's Club Mix, Summer Feels Club Mix Ibiza 2023.mp4",Summer Feels Club Mix Ibiza 2023,Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",House,2023
"Danny Howard/Danny Howard's Club Mix, Summer Feels Club Mix Ibiza Classics.mp4",Summer Feels Club Mix Ibiza Classics,Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
"Danny Howard/Danny Howard's Club Mix, Summer Feels Club Mix Piano House.mp4",Summer Feels Club Mix Piano House,Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",House,
"Danny Howard/Danny Howard's Club Mix, Summer Feels Club Mix Pool Party.mp4",Summer Feels Club Mix Pool Party,Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
"Danny Howard/Danny Howard's Club Mix, The Feel Good Series, Chris Stussy, Skream and Patrick Topping.mp4","The Feel Good Series, Chris Stussy, Skream and Patrick Topping",Danny Howard,"{'name': 'Danny Howard Sets', 'artist': 'Danny Howard'}",Dance,
Dave Clarke/Dave Clarke - Live on Radio 1 Essential Mix (31.10.15).mp3,Dave Clarke 2015,Dave Clarke,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-10-31
David Guetta/David Guetta & BEP - Live @ Coachella Music Festival 2015 in California (12.04.15).mp3,David Guetta & BEP,David Guetta & BEP,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",House,2015
David Guetta/David Guetta - Live @ Hackney Weekend 2012 in London (30.06.12).mp3,David Guetta,David Guetta,"{'name': 'Hackney Weekend 2012', 'artist': 'Various Artists'}",House,2012-06-30
"David Guetta/David Guetta - Live @ Radio 1 Party, Ushuaia in Ibiza (01.08.14).mp3",David Guetta,David Guetta,"{'name': 'Ushuaia 2014', 'artist': 'Various Artists'}",House,2014-08-01
David Guetta/David Guetta - Live on Radio 1 Essential Mix (23.05.15).mp3,David Guetta 2015,David Guetta,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-05-23
David Guetta/David_Guetta_live_@_Tomorrowland_2024.mp3,David Guetta,David Guetta,"{'name': 'Tomorrowland 2024', 'artist': 'Various Artists'}",House,2024
Davide Squillace/Davide Squillace - Live on Radio 1 Essential Mix (29.09.12).mp3,Davide Squillace 2012,Davide Squillace,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012
Daði Freyr/Daoi_Freyr_-_Live_@_Roundhouse_London_2022.mp3,"Live at Roundhouse, London 2022",Daði Freyr,"{'name': 'Daði Freyr Sets', 'artist': 'Daði Freyr'}",Pop,2022
Daði Freyr/Daoi_Freyr_-_live_at_Pinkpop_2023.mp3,"Daði Freyr, Pinkpop 2023",Daði Freyr,"{'name': 'Daði Freyr Sets', 'artist': 'Daði Freyr'}",Pop,2023
Deadmau5/Deadmau5 - Live @ Coachella Festival 2011 in California (15.04.11).mp3,Deadmau5,Deadmau5,"{'name': 'Coachella 2011', 'artist': 'Various Artists'}",Electronic,2011-04-15
Deadmau5/Deadmau5 - Live @ Hackney Weekend 2012 in London (30.06.12).mp3,Deadmau5,Deadmau5,"{'name': 'Hackney Weekend 2012', 'artist': 'Various Artists'}",Electronic,2012-06-30
Deadmau5 & Luciano/Deadmau5 & Luciano - Live @ Radio 1 Essential Mix Ibiza 20 Special Part 3 (26.07.15).mp3,Deadmau5 & Luciano 2015,Deadmau5 & Luciano,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-07-26
Deep Dish/Deep Dish - Live @ Coachella 2019 in California (20.04.19).mp3,Deep Dish,Deep Dish,"{'name': 'Coachella 2019', 'artist': 'Various Artists'}",House,2019-04-20
Deep Dish/Deep Dish - Live on Radio 1 Essential Mix (22.03.14).mp3,Deep Dish 2014,Deep Dish,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-03-22
Deetron/Deetron - Live on Radio 1 Essential Mix (17.11.12).mp3,Deetron 2012,Deetron,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2012-11-17
"Denis Sulta/Radio 1's Classic Essential Mix, Denis Sulta 2018.mp4",Denis Sulta 2018,Denis Sulta,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2018
Deorro/Deorro - Live @ Coachella Music Festival 2015 in California (11.04.15).mp3,Deorro,Deorro,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",House,2015-04-11
Detroit Swindle/Detroit Swindle - Live on Radio Essential Mix (20.06.15).mp3,Detroit Swindle 2015,Detroit Swindle,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-06-20
Dillon Francis/Dillon Francis - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Dillon Francis,Dillon Francis,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electronic,2014-04-13
Dillon Francis/Dillon Francis - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Dillon Francis,Dillon Francis,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017
Diplo/Diplo - Live on Radio 1 Essential Mix (19.03.22).mp3,Diplo 2022,Diplo,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022
Dirty South/Dirty South - Live @ Coachella Music Festival 2015 in California (11.04.15).mp3,Dirty South,Dirty South,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",House,2015-04-11
Disciples/Disciples - Live on Radio 1 Essential Mix (21.01.17).mp3,Disciples 2017,Disciples,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-01-21
Disclosure/Disclosure - Live @ Coachella 2022 in California (19.04.22).mp3,Disclosure,Disclosure,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Disclosure/Disclosure - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Disclosure,Disclosure,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electronic,2014-04-13
Disclosure/Disclosure - Live @ Radio 1 Big Weekend in Coventry (18.06.22).mp3,Disclosure,Disclosure,"{'name': 'Radio 1 Big Weekend 2022', 'artist': 'Various Artists'}",Electronic,2022-06-18
"Disclosure/Disclosure - Live @ Radio 1 Party, Ushuaia Hotel in Ibiza (31.07.15).mp3",Disclosure,Disclosure,"{'name': 'Ushuaia 2015', 'artist': 'Various Artists'}",House,2015-07-31
"Disclosure/Radio 1's Classic Essential Mix, Disclosure 2013.mp4",Disclosure 2013,Disclosure,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2013
Doc Scott/Doc Scott - Live on Radio 1 Essential Mix (28.11.20).mp3,Doc Scott 2020,Doc Scott,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Drum & Bass,2020-11-28
Dom Dolla/Dom Dolla - Live @ Coachella 2022 in California (19.04.22).mp3,Dom Dolla,Dom Dolla,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",House,2022-04-19
Dom Dolla/Dom_Dolla_Live_@_Coachella_2024_Sahara_Tent.mp3,Dom Dolla,Dom Dolla,"{'name': 'Coachella 2024', 'artist': 'Various Artists'}",House,2024
Dom Dolla/Dom_Dolla_Live_@_Drumsheds_London_2024.mp3,Dom Dolla Live,Dom Dolla,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",House,2024
Dom Dolla/Dom_Dolla_Live_@_EDC_Las_Vegas_2024_circuitGROUNDS.mp3,Dom Dolla,Dom Dolla,"{'name': 'EDC Las Vegas 2024', 'artist': 'Various Artists'}",Electronic,2024
Dom Dolla/Dom_Dolla_b2b_Solomun_Live_@_The_Wool_Store_Melbourne_2024.mp3,Live at The Wool Store Melbourne,Dom Dolla b2b Solomun,"{'name': 'Dom Dolla Sets', 'artist': 'Various Artists'}",Electronic,2024
Dom Dolla/Selected_Sessions_Dom_Dolla_Belgrade_DJ_Set.mp3,Belgrade DJ Set,Dom Dolla,"{'name': 'Dom Dolla Sets', 'artist': 'Various Artists'}",House,
Don Diablo/Don Diablo - Live on Radio 1 Essential Mix (15.04.17).mp3,Don Diablo 2017,Don Diablo,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-04-15
Drumsound & Bassline Smith/Drumsound & Bassline Smith - Live on Radio 1 Essential Mix (22.09.12).mp3,Drumsound & Bassline Smith 2012,Drumsound & Bassline Smith,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Drum & Bass,2012-09-22
Dubfire/Dubfire - Live on Radio 1 Essential Mix (08.10.22).mp3,Dubfire 2022,Dubfire,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022
Dubfire/Dubfire - Live on Radio 1 Essential Mix (26.05.12).mp3,Dubfire 2012,Dubfire,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-05-26
Dubtendo/Dubtendo_Pop_Up_Party_-_Bristol_-_Dubtendo_Allstars.mp3,Pop Up Party Bristol,Dubtendo,"{'name': 'Dubtendo Sets', 'artist': 'Dubtendo'}",Electronic,2024
Duck Sauce/Duck Sauce - Live @ Coachella 2022 in California (19.04.22).mp3,Duck Sauce,Duck Sauce,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022
Duck Sauce/Duck Sauce - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Duck Sauce,Duck Sauce,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electro House,2014-04-13
Duck Sauce/Duck Sauce - Live on Radio 1 Essential Mix (12.12.20).mp3,Duck Sauce 2020,Duck Sauce,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2020-12-12
Duke Dumont/Duke Dumont - Live @ Coachella 2022 in California (19.04.22).mp3,Duke Dumont,Duke Dumont,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Duke Dumont/Duke Dumont - Live @ Coachella Music Festival 2015 in California (11.04.15).mp3,Duke Dumont,Duke Dumont,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",Electronic,2015-04-11
"Duke Dumont/Duke Dumont - Live @ Radio 1 Party, Ushuaia in Ibiza (01.08.14).mp3",Duke Dumont,Duke Dumont,"{'name': 'Ushuaia 2014', 'artist': 'Various Artists'}",House,2014-08-01
Duke Dumont/Duke_Dumont_-_BBC_Radio_1_Essential_Mix_2020.mp3,Duke Dumont 2020,Duke Dumont,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020
"Dusky/Dusky - Live @ Radio 1 Party, Ushuaia Hotel in Ibiza (31.07.15).mp3",Dusky,Dusky,"{'name': 'Ushuaia 2015', 'artist': 'Various Artists'}",House,2015-07-31
Dusky/Dusky - Live on Radio 1 Essential Mix (13.10.12).mp3,Dusky 2012,Dusky,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2012-10-13
East End Dubs/East End Dubs - Live on Radio 1 Essential Mix (29.10.22).mp3,East End Dubs 2022,East End Dubs,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-10-29
Eats Everything/Eats Everything - Live @ Radio 1 Big Weekend in Coventry (18.06.22).mp3,Eats Everything,Eats Everything,"{'name': 'Radio 1 Big Weekend 2022', 'artist': 'Various Artists'}",House,2022-06-18
Eats Everything/Eats Everything - Live on Radio 1 Essential Mix (15.12.12).mp3,Eats Everything 2012,Eats Everything,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-12-15
"Eats Everything/Radio 1's Dance Weekend, Radio 1 Dance Ibiza, Eats Everything.mp4",Eats Everything,Eats Everything,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
Ed Banger Special/Ed Banger Special - Live on Radio 1 Essential Mix (17.10.15).mp3,Ed Banger Special 2015,Ed Banger Special,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-10-17
Eli and Fur/Eli and Fur - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Eli and Fur,Eli and Fur,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",House,2017-04-15
Ellie Gouldin/Ellie Gouldin - Live @ Coachella Music Festival 2016 in California (22.04.16).mp3,Ellie Goulding,Ellie Goulding,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",Pop,2016-04-22
Emo Nite/Emo Nite - Live @ Coachella 2022 in California (19.04.22).mp3,Emo Nite,Emo Nite,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Empire Of The Sun/Empire Of The Sun - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Empire Of The Sun,Empire Of The Sun,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Eric Prydz/Eric_Prydz_-_Live_from_History_Toronto_2025_FULL_SET.mp3,"Eric Prydz, History Toronto 2025",Eric Prydz,"{'name': 'Eric Prydz Sets', 'artist': 'Eric Prydz'}",House,2025
"Eric Prydz/Erid Prydz - Live @ Radio 1 Party, Ushuaia in Ibiza (01.08.14).mp3",Eric Prydz,Eric Prydz,"{'name': 'Ushuaia 2014', 'artist': 'Various Artists'}",House,2014-08-01
"Eric Prydz/Radio 1's Classic Essential Mix, Eric Prydz 2013.mp4",Eric Prydz 2013,Eric Prydz,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2013
Eric Prydz & Jeremy Olander/Eric Prydz & Jeremy Olander - Live on Radio 1 Essential Mix (03.01.15).mp3,Eric Prydz & Jeremy Olander 2015,Eric Prydz & Jeremy Olander,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-03-01
Erick Morillo/Erick Morillo - Live on Radio 1 Essential Mix - Masters Series 1 (14.02.15).mp3,Erick Morillo 2015,Erick Morillo,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-02-14
Etienne de Crecy/Etienne de Crecy - Live on Radio 1 Essential Mix (07.03.15).mp3,Etienne de Crecy 2015,Etienne de Crecy,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Austria, FM4.mp4","Austria, FM4",FM4,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Dance,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Belgium, Studio Brussel.mp4","Belgium, Studio Brussel",Studio Brussel,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Dance,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Estonia, ERR Raadio 2.mp4","Estonia, ERR Raadio 2",ERR Raadio 2,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Dance,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Finland, YleX.mp4","Finland, YleX",YleX,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Germany, 1LIVE.mp4","Germany, 1LIVE",1LIVE,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Germany,_09Fritz.mp4","Germany, 09Fritz",09Fritz,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Ireland, RTÉ 2FM.mp4","Ireland, RTÉ 2FM",RTÉ 2FM,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Netherlands, NPO 3FM.mp4","Netherlands, NPO 3FM",NPO 3FM,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Norway, NRK P3.mp4","Norway, NRK P3",NRK P3,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Sweden, Sveriges Radio P3.mp4","Sweden, Sveriges Radio P3",Sveriges Radio P3,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Dance,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, UK, BBC Radio 1.mp4","UK, BBC Radio 1",BBC Radio 1,"{'name': ""Europe's Biggest Dance Show"", 'artist': 'Various Artists'}",Dance,2025
"Europe's Biggest Dance Show/Europe's Biggest Dance Show, 2025, Ukraine, Radio Promin.mp4","Ukraine, Radio Promin",Radio Promin,"{'name': ""Europe's Biggest Dance Show 2025"", 'artist': 'Various Artists'}",Dance,2025
FISHER/AUCKLAND_NEW_ZEALAND_2025_FULL_LIVE_SET.mp3,Auckland 2025,FISHER,"{'name': 'FISHER Sets', 'artist': 'FISHER'}",House,2025
FISHER/FISHER_-_EDC_LAS_VEGAS_2024_FULL_LIVE_SET.mp3,FISHER,FISHER,"{'name': 'EDC Las Vegas 2024', 'artist': 'Various Artists'}",Tech House,2024
FISHER/Fisher - Live on Radio 1 Essential Mix (25.01.20).mp3,FISHER 2020,FISHER,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-01-25
"FISHER/Radio 1's Dance Weekend, Radio 1 Dance Ibiza, FISHER.mp4",FISHER,FISHER,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
Faithless/Faithless - Live @ Ibiza Rocks Hotel in Ibiza (02.08.15).mp3,Faithless,Faithless,"{'name': 'Ibiza Rocks 2015', 'artist': 'Various Artists'}",Electronic,2015-08-02
Adam Beyer/Adam Beyer live from Drumcode London at Drumsheds 2024 [xnieF7a0qKM].opus,Adam Beyer,Adam Beyer,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",Techno,2024
Amelie Lens/Amelie Lens Tomorrowland 2025 ｜ MainStage Closing [q5Oz6Ja8iZs].opus,Amelie Lens,Amelie Lens,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",Techno,2025
"Armin van Buuren/Armin van Buuren f2f HI-LO ｜ live at A State of Trance, London 2025 [JmClyiIE9ik].opus",Armin van Buuren f2f HI-LO,Armin van Buuren & HI-LO,"{'name': 'A State of Trance 2025', 'artist': 'Various Artists'}",Trance,2025
Bonobo/Bonobo & Anna Lapwood perform Otomo live at the Royal Albert Hall [AdyAF9M3XVw].opus,Otomo - Live,Bonobo,"{'name': 'Bonobo Sets', 'artist': 'Bonobo'}",Ambient,
Camelphat/CAMELPHAT at Giza Pyramids 2025 (Zamna) [h_aESLekNEQ].opus,CamelPhat - Giza Pyramids 2025,CamelPhat,"{'name': 'CamelPhat Sets', 'artist': 'CamelPhat'}",House,2025
Chris Lake/Chris Lake LIVE from Brooklyn Storehouse 2025 ｜ Chemistry Release Weekend [mHp7y-9oKOk].opus,Brooklyn Storehouse 2025,Chris Lake,"{'name': 'Chris Lake Sets', 'artist': 'Chris Lake'}",House,2025
Chris Stussy/Chris Stussy @ Coachella 2025 - YUMA Stage [k1ipFTg0sM8].opus,Chris Stussy,Chris Stussy,"{'name': 'Coachella 2025', 'artist': 'Various Artists'}",House,2025
Chris Stussy/Chris Stussy ｜ Boiler Room： Edinburgh [42XFNGZrpaQ].opus,Chris Stussy - Edinburgh,Chris Stussy,"{'name': 'Boiler Room', 'artist': 'Various Artists'}",House,
"Claptone/Claptone： Day Trip In The Park, LA (Full Set) [vDbvcuDn-2Y].opus","Day Trip In The Park, LA",Claptone,"{'name': 'Claptone Sets', 'artist': 'Claptone'}",House,
Cream Classical/Cream Classical in the Park LIVE @ Sefton Park [S8h3AQ7Rgxs].opus,Cream Classical in the Park - Sefton Park,Cream Classical,"{'name': 'Classical House', 'artist': 'Various Artists'}",House,
D.O.D./D.O.D Live @ Creamfields 2025 ｜ Full DJ Set [g3NGORYpcjI].opus,D.O.D,D.O.D,"{'name': 'Creamfields 2025', 'artist': 'Various Artists'}",House,2025
"D.O.D./D.O.D Live at LPR, New York City 2025 [2eQclohopJY].opus",Live at LPR New York City 2025,D.O.D,"{'name': 'D.O.D Sets', 'artist': 'D.O.D'}",House,2025
D.O.D./D.O.D Live in Brooklyn NYC ｜ Full DJ Set [bHGHzifLcrA].opus,Brooklyn NYC,D.O.D,"{'name': 'D.O.D Sets', 'artist': 'D.O.D'}",House,
DJs from Mars/DJS FROM MARS LIVE @ USHUAÏA IBIZA - F＊＊＊ ME I'M FAMOUS 23-06-2025 - FULL SET [L4VeFKUT42k].opus,F*** ME I'M FAMOUS - Ushuaïa Ibiza 2025,DJs from Mars,"{'name': 'DJs from Mars Sets', 'artist': 'DJs from Mars'}",House,2025-06-23
David Guetta/David Guetta Presents Galactic Circus Live From [UNVRS] Ibiza [lSk-DWAJPbA].opus,Galactic Circus - Ibiza,David Guetta,"{'name': 'David Guetta Sets', 'artist': 'David Guetta'}",House,2025
David Guetta & MORTEN/David Guetta & MORTEN ｜ Future Rave Live @ SOUNDSTORM 2024 [_aR_OwHJQwc].opus,David Guetta & MORTEN,David Guetta & MORTEN,"{'name': 'SOUNDSTORM 2024', 'artist': 'Various Artists'}",Electronic,2024
Dom Dolla/Dom Dolla - BBC Radio 1 Essential Mix [1rma3vBSstU].opus,Dom Dolla,Dom Dolla,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,
"Dom Dolla/Dom Dolla Live @ Creamfields Steel Yard, 2025 [NblVVOwQRqw].opus",Dom Dolla,Dom Dolla,"{'name': 'Creamfields 2025', 'artist': 'Various Artists'}",House,2025
"Duke Dumont/Duke Dumont - DJ Set at Steelyard, Creamfields 2025 [EiTiJHgf0NA].opus",Duke Dumont,Duke Dumont,"{'name': 'Creamfields 2025', 'artist': 'Various Artists'}",House,2025
"Eric Prydz/Eric Prydz Pres. 20 Years of Pryda @ The Concourse Project - Austin, Texas (March 15, 2025) [GeWXb_NVjpg].opus","20 Years of Pryda, Concourse Project, Austin",Eric Prydz,"{'name': 'Eric Prydz Sets', 'artist': 'Eric Prydz'}",House,2025-03-15
Eric Prydz/Eric Prydz WE2 ｜ Tomorrowland 2025 [LIZCWL2zdPo].opus,Eric Prydz,Eric Prydz,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",House,2025
FISHER/FISHER LIVE FROM CREAMFIELDS 2025 [MT7zB-SbUl4].opus,FISHER,FISHER,"{'name': 'Creamfields 2025', 'artist': 'Various Artists'}",House,2025
"FISHER/FISHER LIVE FROM GUNNERSBURY PARK, LONDON, UK !! [dhTLPOAdbjE].opus","Gunnersbury Park, London",FISHER,"{'name': 'FISHER Sets', 'artist': 'FISHER'}",House,
FISHER/FISHER LIVE FROM OLD ROYAL NAVY COLLEGE IN LONDON [6ko1L5ZfK1k].opus,"Old Royal Navy College, London",FISHER,"{'name': 'FISHER Sets', 'artist': 'FISHER'}",House,
FISHER/FISHER LIVE FROM TOMORROWLAND MAINSTAGE 2025 [vxNvRHhxBfo].opus,FISHER,FISHER,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",House,2025
Faithless Soundsystem/Faithless Soundsystem - Live on Radio 1 Essential Mix (26.02.20).mp3,Faithless Soundsystem 2020,Faithless Soundsystem,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2020-02-26
"Faithless Soundsystem/Radio 1's Classic Essential Mix, Faithless Soundsystem 2010.mp4",Faithless Soundsystem 2010,Faithless Soundsystem,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2010
Fatboy Slim/Fatboy Slim - Live @ Coachella Festival 2008 in California (25.08.08).mp3,Fatboy Slim,Fatboy Slim,"{'name': 'Coachella 2008', 'artist': 'Various Artists'}",Electronic,2008
